time stamp,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll
1705282220.9333,0.0612,0.0180,0.0320,0.0182,0.4310,0.0259,0.0696,0.1586,0.0804,0.4631,0.7236,0.3717,0.6143,0.0312,0.0399,0.0663,0.0326,0.2842,0.0516,0.0187,0.0865,0.1206,0.0360,0.0938,0.0089,0.1654,0.2042,0.0000,0.0581,0.0212,0.1007,0.3558,0.0793,0.0000,19.68,11.7899,-22.8657,-1.1786
1705282221.0000,0.0375,0.0188,0.0344,0.0264,0.4308,0.0290,0.0614,0.1575,0.0808,0.4741,0.7327,0.2781,0.6695,0.0000,0.0358,0.0263,0.0078,0.2814,0.0228,0.0312,0.0795,0.0000,0.0000,0.0897,0.0895,0.1233,0.0837,0.0638,0.0580,0.1636,0.0399,0.3437,0.1508,0.0000,15.70,13.3722,7.0752,0.3868
1705282221.0667,0.0403,0.0075,0.0226,0.0238,0.4079,0.0487,0.0755,0.1464,0.0881,0.4836,0.6972,0.2710,0.6742,0.0209,0.0466,0.0439,0.0612,0.2474,0.0241,0.0318,0.1012,0.0754,0.0443,0.1740,0.1318,0.1755,0.0489,0.0467,0.1090,0.0630,0.1963,0.3032,0.0509,0.0000,17.90,8.1309,-7.0867,-1.9223
1705282221.1333,0.0501,0.0034,0.0228,0.0312,0.4223,0.0444,0.0996,0.1336,0.0852,0.4644,0.6460,0.2963,0.7181,0.0870,0.1547,0.1178,0.0602,0.2651,0.0436,0.0399,0.1357,0.0019,0.0371,0.1175,0.2196,0.0791,0.1890,0.1130,0.1449,0.0825,0.1925,0.4063,0.1713,0.0000,14.73,15.7528,12.7919,-0.6118
1705282221.2000,0.0617,0.0010,0.0272,0.0184,0.4082,0.0484,0.0919,0.1404,0.0741,0.4771,0.6707,0.2901,0.6702,0.0673,0.0879,0.0172,0.0428,0.2861,0.0884,0.0585,0.1570,0.0697,0.0474,0.0941,0.1610,0.1041,0.0966,0.0751,0.1822,0.1126,0.0845,0.1926,0.1748,0.0000,11.95,5.8645,17.4081,2.7424
1705282221.2667,0.0678,0.0138,0.0189,0.0102,0.4227,0.0315,0.1103,0.1413,0.0817,0.4611,0.6528,0.2805,0.5835,0.0233,0.0579,0.0750,0.0830,0.2629,0.0590,0.0178,0.0956,0.0638,0.0000,0.1196,0.0717,0.0853,0.0817,0.0679,0.1760,0.1200,0.0940,0.3514,0.1331,0.0000,14.48,2.0321,22.7278,-7.6010
1705282221.3333,0.0751,0.0146,0.0197,0.0152,0.3967,0.0347,0.1316,0.1415,0.0901,0.4484,0.5629,0.3742,0.5848,0.0512,0.1263,0.0993,0.0825,0.2331,0.0541,0.0091,0.0969,0.0579,0.0000,0.0000,0.0314,0.0879,0.0382,0.0413,0.0407,0.2054,0.1115,0.2932,0.0620,0.0000,10.53,21.3850,-5.1686,-0.9711
1705282221.4000,0.0395,0.0068,0.0158,0.0208,0.4047,0.0342,0.1289,0.1557,0.0777,0.4696,0.6046,0.3876,0.5381,0.0000,0.0960,0.0075,0.1139,0.2714,0.0000,0.0000,0.0367,0.0215,0.0455,0.1125,0.0934,0.0705,0.1450,0.0947,0.1250,0.1071,0.1516,0.4400,0.1391,0.0000,12.37,-12.2743,0.3217,-0.0283
1705282221.4667,0.0526,0.0142,0.0162,0.0175,0.3951,0.0419,0.1366,0.1375,0.0727,0.4694,0.5391,0.3678,0.5612,0.0132,0.1270,0.0755,0.1005,0.2182,0.0000,0.0148,0.1065,0.1581,0.0218,0.0996,0.0831,0.1613,0.1062,0.0220,0.0549,0.0988,0.1516,0.2816,0.1626,0.0000,14.77,3.3715,-7.6672,0.7872
1705282221.5333,0.0417,0.0382,0.0205,0.0104,0.4149,0.0439,0.1353,0.1515,0.0945,0.4295,0.5797,0.4320,0.5960,0.0092,0.1178,0.0518,0.0541,0.2466,0.0414,0.0501,0.1213,0.0750,0.0803,0.0181,0.0936,0.0690,0.1583,0.1070,0.1019,0.0502,0.0609,0.3456,0.0859,0.0000,19.39,9.5651,-3.9509,-2.7121
1705282221.6000,0.0306,0.0419,0.0295,0.0104,0.4231,0.0484,0.1136,0.1468,0.0978,0.4348,0.5135,0.5098,0.6679,0.0130,0.0770,0.0449,0.0416,0.3050,0.0297,0.0000,0.0769,0.0749,0.0412,0.0791,0.2008,0.0772,0.0962,0.0527,0.2242,0.0447,0.0996,0.3023,0.1623,0.0000,15.03,16.2215,-13.5433,-6.3717
1705282221.6667,0.0339,0.0398,0.0371,0.0093,0.4286,0.0402,0.1414,0.1451,0.0900,0.4208,0.5169,0.5171,0.6883,0.0553,0.0820,0.0292,0.1134,0.2629,0.0000,0.0000,0.0853,0.0986,0.0802,0.0319,0.0782,0.1973,0.2302,0.0528,0.1071,0.0354,0.1204,0.3558,0.1096,0.0000,14.82,-4.4153,-10.3950,2.8694
1705282221.7333,0.0099,0.0442,0.0326,0.0080,0.4183,0.0318,0.1297,0.1450,0.0867,0.4563,0.5379,0.5196,0.6849,0.0000,0.0000,0.0664,0.0625,0.2310,0.0290,0.0058,0.1002,0.0795,0.0233,0.0236,0.1646,0.0972,0.0208,0.0841,0.1007,0.0356,0.0644,0.2589,0.1147,0.0000,10.94,-1.1369,-9.4835,0.8284
1705282221.8000,0.0141,0.0431,0.0379,0.0087,0.4110,0.0161,0.1435,0.1328,0.0886,0.4625,0.5611,0.5785,0.6768,0.0553,0.1053,0.0347,0.1134,0.2529,0.0429,0.0000,0.0526,0.0832,0.0200,0.0465,0.0922,0.1070,0.1244,0.0152,0.1649,0.0535,0.1098,0.3647,0.1512,0.0000,16.96,0.8210,6.6934,-8.0753
1705282221.8667,0.0262,0.0527,0.0423,0.0086,0.4337,0.0099,0.1418,0.1426,0.0745,0.4406,0.6530,0.5011,0.7069,0.0752,0.0712,0.0908,0.0324,0.2556,0.0169,0.0576,0.1369,0.0596,0.0268,0.0424,0.1512,0.1519,0.1446,0.0144,0.1054,0.1335,0.1048,0.3502,0.0551,0.0000,10.81,14.6612,-5.1180,5.7031
1705282221.9333,0.0242,0.0496,0.0393,0.0032,0.4489,0.0351,0.1374,0.1317,0.0683,0.4373,0.6677,0.4390,0.6802,0.0283,0.1333,0.1539,0.0846,0.2399,0.0177,0.0446,0.0643,0.1702,0.0269,0.0000,0.0786,0.0722,0.0932,0.0779,0.1836,0.0656,0.1555,0.3421,0.1647,0.0000,13.94,12.4854,-3.8425,8.1423
1705282222.0000,0.0231,0.0467,0.0442,0.0022,0.4613,0.0256,0.1297,0.1349,0.0811,0.4308,0.6860,0.4296,0.7429,0.0384,0.1165,0.0075,0.1089,0.3230,0.0000,0.0000,0.1475,0.1256,0.0534,0.0969,0.0749,0.0865,0.0872,0.0113,0.0017,0.0966,0.0000,0.4081,0.0587,0.0000,12.19,7.2704,12.9931,9.0919
1705282222.0667,0.0205,0.0479,0.0496,0.0047,0.4615,0.0386,0.1220,0.1261,0.1000,0.4175,0.6303,0.3837,0.7452,0.0616,0.1433,0.0993,0.0919,0.2809,0.0347,0.0342,0.0806,0.1255,0.0053,0.1260,0.0701,0.1733,0.0712,0.0293,0.1229,0.0255,0.1498,0.3832,0.1667,0.0000,14.84,5.5768,2.1190,-4.0837
1705282222.1333,0.0098,0.0495,0.0434,0.0028,0.4617,0.0253,0.1245,0.1257,0.0870,0.4422,0.6402,0.3823,0.7556,0.0838,0.1661,0.0163,0.1029,0.2373,0.0512,0.0784,0.0769,0.1296,0.0851,0.1865,0.0974,0.1108,0.0288,0.0570,0.1005,0.0701,0.0904,0.2819,0.1215,0.0000,16.52,-8.4813,14.5237,-6.5401
1705282222.2000,0.0163,0.0348,0.0573,0.0000,0.4355,0.0465,0.1341,0.1300,0.0809,0.4388,0.6256,0.3921,0.7500,0.1302,0.0694,0.0530,0.0968,0.2670,0.0000,0.0000,0.0574,0.0722,0.0301,0.1131,0.1690,0.1309,0.1691,0.0597,0.1326,0.0409,0.1576,0.3133,0.1364,0.0000,17.91,-2.3759,-13.0239,-0.9546
1705282222.2667,0.0334,0.0294,0.0477,0.0118,0.4359,0.0354,0.1553,0.1331,0.0742,0.4262,0.6453,0.4346,0.7216,0.0544,0.0644,0.0260,0.1247,0.2763,0.0031,0.0041,0.0832,0.0321,0.0388,0.1399,0.1293,0.0581,0.0195,0.1623,0.0765,0.0614,0.0000,0.4037,0.1040,0.0000,14.60,11.4697,-3.4375,6.1219
1705282222.3333,0.0084,0.0298,0.0564,0.0120,0.4131,0.0437,0.1595,0.1232,0.0699,0.4503,0.6167,0.3777,0.7133,0.0330,0.1143,0.1181,0.1420,0.2393,0.0000,0.0624,0.1575,0.0718,0.0000,0.0027,0.0207,0.0951,0.1023,0.0506,0.1485,0.1350,0.1097,0.3652,0.0614,0.0000,19.27,-2.4463,-4.1009,-5.6754
1705282222.4000,0.0046,0.0357,0.0638,0.0087,0.4210,0.0557,0.1646,0.1250,0.0790,0.4251,0.5922,0.4625,0.7284,0.0000,0.1097,0.0080,0.0293,0.2311,0.0000,0.0612,0.1502,0.0430,0.0643,0.1108,0.1268,0.1442,0.1021,0.0686,0.0885,0.1056,0.1396,0.2852,0.1080,0.0000,13.21,10.7224,10.5288,0.3217
1705282222.4667,0.0000,0.0340,0.0634,0.0000,0.4377,0.0601,0.1694,0.1296,0.0960,0.4058,0.6487,0.4544,0.6980,0.0000,0.0924,0.0763,0.1283,0.3092,0.0000,0.0647,0.2021,0.0969,0.0328,0.1476,0.1601,0.0795,0.0512,0.0709,0.1753,0.1480,0.0916,0.3253,0.0854,0.0000,12.74,21.5948,-0.5923,-6.3434
1705282222.5333,0.0253,0.0584,0.0536,0.0000,0.4018,0.0528,0.1604,0.1490,0.1088,0.3939,0.5641,0.4135,0.7296,0.0019,0.1335,0.0640,0.1460,0.2424,0.0000,0.0000,0.0812,0.1526,0.0538,0.1593,0.1941,0.1142,0.2042,0.1258,0.1975,0.1021,0.1061,0.2705,0.0357,0.0000,21.66,4.6845,2.2970,-3.9416
1705282222.6000,0.0205,0.0631,0.0433,0.0141,0.4087,0.0830,0.1510,0.1508,0.0840,0.3889,0.5190,0.4611,0.6732,0.0820,0.1129,0.0143,0.0912,0.2469,0.0640,0.0199,0.1145,0.1194,0.0642,0.1030,0.1125,0.0515,0.0984,0.0417,0.1039,0.1148,0.0000,0.2905,0.1999,0.0000,10.82,3.0462,4.4817,1.0058
1705282222.6667,0.0297,0.0567,0.0436,0.0126,0.4018,0.0967,0.1473,0.1480,0.0730,0.3944,0.4678,0.4651,0.5716,0.0369,0.0958,0.0264,0.0889,0.2116,0.0228,0.0717,0.0470,0.0656,0.0712,0.1480,0.0806,0.1737,0.0803,0.0877,0.1707,0.0497,0.0215,0.3005,0.1114,0.0000,17.82,-7.7005,7.8202,3.7154
1705282222.7333,0.0330,0.0424,0.0412,0.0000,0.4345,0.0800,0.1364,0.1350,0.0702,0.4164,0.4645,0.3797,0.5989,0.1003,0.0411,0.0379,0.0687,0.2810,0.0000,0.0521,0.1247,0.0848,0.0636,0.1108,0.0839,0.0570,0.0722,0.0759,0.0978,0.0744,0.1029,0.3395,0.0698,0.0000,10.91,18.4092,-3.3062,3.9817
1705282222.8000,0.0372,0.0322,0.0529,0.0000,0.4134,0.0835,0.1416,0.1480,0.0720,0.4116,0.4705,0.4163,0.6708,0.0000,0.1215,0.0252,0.0424,0.2156,0.0132,0.0134,0.1251,0.0739,0.0498,0.1635,0.1664,0.1161,0.1247,0.1024,0.1041,0.0756,0.0349,0.2619,0.0912,0.0000,16.24,2.1435,-3.9891,1.5538
1705282222.8667,0.0461,0.0245,0.0441,0.0000,0.4123,0.0663,0.1423,0.1438,0.0664,0.4326,0.6156,0.3947,0.6581,0.0083,0.1313,0.0945,0.1436,0.2118,0.0450,0.0431,0.0884,0.0656,0.0325,0.1710,0.0718,0.0527,0.1144,0.1234,0.1891,0.1474,0.0893,0.2093,0.0000,0.0000,11.89,19.5560,-6.7108,-3.7215
1705282222.9333,0.0381,0.0095,0.0597,0.0191,0.4237,0.0555,0.1401,0.1530,0.0651,0.4217,0.6617,0.3548,0.6580,0.0162,0.1315,0.0518,0.0485,0.2615,0.0360,0.0630,0.0196,0.0707,0.0533,0.0724,0.1514,0.1012,0.1191,0.0340,0.0493,0.0784,0.0703,0.2846,0.1069,0.0000,15.08,7.9774,-3.6318,-5.8320
1705282223.0000,0.0171,0.0253,0.0574,0.0298,0.4302,0.0318,0.1487,0.1385,0.0654,0.4335,0.6280,0.3421,0.6459,0.0000,0.0611,0.0322,0.0648,0.2259,0.0000,0.0647,0.1260,0.0942,0.0000,0.0867,0.0914,0.0442,0.0806,0.0917,0.0012,0.1400,0.0000,0.3339,0.0940,0.0000,12.28,7.2474,-1.8361,0.6940
1705282223.0667,0.0151,0.0211,0.0673,0.0235,0.4235,0.0334,0.1619,0.1129,0.0692,0.4433,0.6678,0.3982,0.6779,0.0778,0.1546,0.0763,0.1418,0.2595,0.0000,0.0624,0.1624,0.1470,0.0000,0.0688,0.0982,0.1111,0.1090,0.0819,0.1956,0.0163,0.0915,0.3860,0.1453,0.0000,14.12,16.3371,-4.9020,6.8237
1705282223.1333,0.0158,0.0115,0.0522,0.0291,0.4308,0.0304,0.1446,0.1036,0.0796,0.4614,0.6707,0.4519,0.6488,0.0552,0.1206,0.0483,0.0034,0.3244,0.0155,0.0000,0.1131,0.0430,0.0000,0.0463,0.1180,0.1545,0.0561,0.1069,0.0538,0.1156,0.0956,0.2639,0.1493,0.0000,17.01,0.7612,-9.1630,0.5941
1705282223.2000,0.0184,0.0197,0.0410,0.0269,0.4505,0.0446,0.1110,0.0922,0.1125,0.4500,0.7032,0.5255,0.6328,0.0000,0.0245,0.0481,0.0679,0.2767,0.0123,0.0000,0.0364,0.1034,0.0630,0.1212,0.0471,0.1189,0.1133,0.0912,0.0757,0.1610,0.0444,0.3466,0.0282,0.0000,18.00,23.6341,-3.6885,1.1507
1705282223.2667,0.0297,0.0284,0.0377,0.0193,0.4334,0.0478,0.1093,0.0713,0.1057,0.4704,0.7621,0.4928,0.6066,0.0314,0.1252,0.0772,0.0294,0.3018,0.0713,0.0468,0.1535,0.0736,0.0753,0.1386,0.0771,0.0812,0.0256,0.0463,0.1132,0.0998,0.0703,0.3277,0.0993,0.0000,21.51,8.4822,11.1565,0.2857
1705282223.3333,0.0453,0.0271,0.0377,0.0216,0.4384,0.0554,0.1141,0.0920,0.1116,0.4341,0.7147,0.4671,0.5906,0.1038,0.1223,0.0302,0.0485,0.2704,0.0267,0.0000,0.0537,0.0000,0.0432,0.1453,0.1629,0.0443,0.0834,0.0710,0.2147,0.0650,0.1197,0.2995,0.0599,0.0000,17.56,12.0896,9.6707,1.1564
1705282223.4000,0.0486,0.0190,0.0415,0.0234,0.4381,0.0445,0.1228,0.1039,0.0977,0.4363,0.7274,0.5096,0.5762,0.0285,0.0674,0.0606,0.0922,0.2968,0.0000,0.0388,0.1037,0.1219,0.0134,0.1155,0.0626,0.0803,0.1348,0.0944,0.0469,0.1688,0.1609,0.3476,0.0902,0.0000,16.76,26.5870,-18.1550,10.5696
1705282223.4667,0.0420,0.0146,0.0386,0.0212,0.4621,0.0685,0.1119,0.1100,0.0837,0.4285,0.6897,0.5259,0.5608,0.0472,0.0945,0.0081,0.0379,0.2636,0.0401,0.1225,0.1552,0.0562,0.0064,0.2105,0.1406,0.0487,0.1305,0.0542,0.1749,0.1447,0.0546,0.3790,0.0043,0.0000,14.12,-0.6255,1.1355,6.7993
1705282223.5333,0.0292,0.0106,0.0320,0.0142,0.4488,0.0589,0.1106,0.1275,0.0885,0.4479,0.7185,0.5319,0.5646,0.0281,0.2114,0.0134,0.0083,0.2485,0.0000,0.0377,0.1331,0.1041,0.0000,0.0510,0.1444,0.0767,0.0976,0.0019,0.1767,0.1956,0.0343,0.3551,0.1627,0.0000,17.72,2.3129,0.9820,-4.5246
1705282223.6000,0.0420,0.0079,0.0242,0.0073,0.4488,0.0515,0.1065,0.1204,0.0965,0.4569,0.6949,0.5647,0.5757,0.1585,0.0623,0.1063,0.0259,0.2348,0.0361,0.0000,0.1302,0.0738,0.0467,0.1517,0.1202,0.1649,0.0217,0.0184,0.2255,0.1576,0.0602,0.3617,0.1367,0.0000,15.79,10.2533,-4.2826,3.7206
1705282223.6667,0.0395,0.0075,0.0380,0.0146,0.4318,0.0511,0.1055,0.1152,0.0809,0.4695,0.7173,0.6179,0.5424,0.0000,0.1411,0.0988,0.0556,0.2569,0.0372,0.0000,0.0724,0.0488,0.0208,0.0716,0.0959,0.0225,0.1672,0.1265,0.0055,0.0869,0.0000,0.2713,0.1280,0.0000,18.90,0.5701,2.7012,-0.6651
1705282223.7333,0.0410,0.0157,0.0284,0.0104,0.4168,0.0693,0.0959,0.1201,0.0810,0.4728,0.6723,0.6769,0.5467,0.0337,0.0938,0.0000,0.0330,0.2728,0.0439,0.0000,0.1132,0.1128,0.0841,0.1251,0.0333,0.1091,0.0380,0.0838,0.0915,0.1184,0.0470,0.3733,0.1094,0.0000,12.15,5.7025,-5.7645,-11.7721
1705282223.8000,0.0491,0.0136,0.0131,0.0235,0.4111,0.0609,0.0753,0.1204,0.1120,0.4727,0.6442,0.6795,0.5403,0.0280,0.1376,0.1098,0.0719,0.2330,0.0439,0.0000,0.0113,0.1267,0.0864,0.1276,0.1677,0.1069,0.0916,0.0335,0.0235,0.1953,0.0625,0.4157,0.1248,0.0000,10.23,-0.7670,-12.7974,-6.6459
1705282223.8667,0.0429,0.0081,0.0036,0.0221,0.4324,0.0606,0.0851,0.1267,0.0937,0.4748,0.7641,0.6566,0.5467,0.0526,0.0078,0.0994,0.0806,0.2475,0.0000,0.0471,0.1142,0.0717,0.0068,0.1533,0.0867,0.0859,0.1761,0.0140,0.0584,0.0248,0.0852,0.3844,0.0921,0.0000,11.92,-0.4068,-13.6197,-2.4474
1705282223.9333,0.0310,0.0103,0.0171,0.0334,0.4022,0.0444,0.0684,0.1120,0.0742,0.5243,0.6687,0.6451,0.5837,0.0000,0.0600,0.0766,0.0000,0.2005,0.0000,0.0496,0.1474,0.2034,0.0213,0.1457,0.0808,0.1338,0.0429,0.0000,0.0702,0.0666,0.1030,0.3253,0.1169,0.0000,11.84,14.2472,-10.6683,-0.5432
1705282224.0000,0.0124,0.0147,0.0039,0.0285,0.4031,0.0474,0.1037,0.0960,0.0618,0.5370,0.6719,0.5537,0.5573,0.0000,0.0182,0.0000,0.0917,0.2486,0.0000,0.0000,0.1499,0.0689,0.0263,0.0687,0.1605,0.1158,0.0000,0.0159,0.1584,0.1384,0.0971,0.3726,0.1216,0.0000,14.61,1.5707,4.3176,-2.9412
1705282224.0667,0.0119,0.0063,0.0104,0.0370,0.4380,0.0724,0.0937,0.1057,0.0712,0.4920,0.6424,0.5025,0.5682,0.0000,0.1426,0.0803,0.0481,0.2672,0.0000,0.0437,0.1042,0.0238,0.0242,0.1055,0.0858,0.1017,0.1544,0.0357,0.1101,0.1446,0.0945,0.3677,0.1431,0.0000,9.37,26.2515,-0.3223,-10.8015
1705282224.1333,0.0098,0.0115,0.0220,0.0535,0.4376,0.0779,0.1190,0.1084,0.0837,0.4460,0.6451,0.4812,0.5572,0.1834,0.1166,0.1084,0.0364,0.2775,0.0000,0.0000,0.0497,0.1277,0.0382,0.1090,0.1061,0.0515,0.0544,0.1152,0.1021,0.1073,0.1392,0.2641,0.0498,0.0000,14.71,7.0152,-12.5838,1.3969
1705282224.2000,0.0095,0.0290,0.0149,0.0394,0.4318,0.0780,0.1331,0.1053,0.0645,0.4567,0.6463,0.4372,0.6775,0.1086,0.1111,0.0583,0.1019,0.2536,0.0000,0.0416,0.0386,0.1822,0.0000,0.1209,0.1184,0.1046,0.1200,0.0429,0.1911,0.1412,0.0322,0.4125,0.0373,0.0000,11.93,23.6535,21.1021,-2.7060
1705282224.2667,0.0050,0.0193,0.0225,0.0268,0.4144,0.1022,0.1217,0.1130,0.0720,0.4619,0.5576,0.4678,0.7085,0.0820,0.0389,0.0000,0.0565,0.2107,0.0000,0.0000,0.0860,0.0000,0.0662,0.1186,0.0262,0.0899,0.0576,0.0626,0.1168,0.1246,0.0753,0.2736,0.0667,0.0000,17.15,-3.7578,-6.7639,-1.5206
1705282224.3333,0.0082,0.0067,0.0082,0.0245,0.4051,0.1076,0.1162,0.1064,0.0578,0.4955,0.5024,0.5442,0.6787,0.0571,0.0697,0.0103,0.0605,0.2430,0.0065,0.0000,0.1046,0.0308,0.0435,0.1275,0.1357,0.1454,0.1454,0.0530,0.1596,0.1689,0.0632,0.3712,0.0791,0.0000,17.69,7.4066,-15.9805,-8.0395
1705282224.4000,0.0083,0.0105,0.0127,0.0369,0.4209,0.0969,0.1220,0.1107,0.0827,0.4591,0.5159,0.5915,0.7054,0.0000,0.0963,0.0537,0.0330,0.2468,0.0000,0.0000,0.0103,0.1724,0.0126,0.2021,0.1229,0.0492,0.1131,0.1404,0.1680,0.1303,0.2175,0.3210,0.0509,0.0000,17.47,8.2223,0.2188,5.4575
1705282224.4667,0.0139,0.0000,0.0100,0.0207,0.4306,0.1114,0.1222,0.1023,0.0819,0.4642,0.5043,0.5298,0.6539,0.0456,0.0169,0.0825,0.0834,0.2414,0.0150,0.0089,0.1469,0.0833,0.1010,0.1166,0.1604,0.0000,0.0000,0.0245,0.0934,0.1334,0.0794,0.2656,0.0346,0.0000,17.99,17.2949,-9.0010,5.3812
1705282224.5333,0.0065,0.0119,0.0062,0.0116,0.4374,0.0935,0.1089,0.1088,0.0866,0.4771,0.5535,0.5565,0.6898,0.0845,0.1152,0.0150,0.0130,0.3292,0.0000,0.0033,0.0635,0.1554,0.0280,0.1977,0.1370,0.0750,0.1176,0.0764,0.1560,0.1382,0.1142,0.3606,0.0889,0.0000,21.12,-3.0186,-10.6269,-0.1801
1705282224.6000,0.0181,0.0140,0.0298,0.0062,0.4215,0.0931,0.1038,0.1241,0.0768,0.4676,0.5062,0.5679,0.7002,0.1065,0.0510,0.0370,0.0280,0.2274,0.0000,0.0108,0.1059,0.1414,0.0289,0.1476,0.1141,0.1440,0.1098,0.0492,0.0261,0.1042,0.1206,0.2393,0.1378,0.0000,14.65,-9.6868,-9.5047,-3.5276
1705282224.6667,0.0234,0.0117,0.0320,0.0039,0.4498,0.0892,0.1226,0.1288,0.0703,0.4409,0.5566,0.5671,0.6802,0.0664,0.1322,0.0000,0.0651,0.2676,0.0000,0.0000,0.1036,0.1549,0.0339,0.0980,0.0510,0.0772,0.1502,0.0439,0.1042,0.1094,0.0331,0.3241,0.0008,0.0000,11.57,11.1832,3.3061,2.6577
1705282224.7333,0.0347,0.0114,0.0320,0.0120,0.4507,0.0961,0.1025,0.1242,0.0770,0.4356,0.5497,0.5910,0.7591,0.0000,0.1485,0.0163,0.0438,0.2494,0.0373,0.0669,0.1094,0.0154,0.0179,0.0619,0.0335,0.0883,0.0806,0.0193,0.1772,0.1409,0.1352,0.3353,0.1358,0.0000,14.21,3.9345,23.0460,-0.2332
1705282224.8000,0.0288,0.0109,0.0253,0.0094,0.4335,0.0964,0.0824,0.1123,0.0872,0.4682,0.5277,0.6013,0.7478,0.0533,0.0774,0.1344,0.0648,0.2194,0.0577,0.0000,0.1234,0.1162,0.0608,0.0489,0.1384,0.1113,0.1798,0.0318,0.0659,0.0871,0.0620,0.4140,0.1206,0.0000,11.73,3.5175,-9.0802,5.3844
1705282224.8667,0.0429,0.0289,0.0375,0.0017,0.4345,0.0841,0.1024,0.1145,0.1093,0.4264,0.6302,0.5933,0.7338,0.0322,0.0617,0.0897,0.0990,0.2826,0.0023,0.0115,0.1526,0.0931,0.0216,0.1260,0.2233,0.1372,0.0000,0.0672,0.0991,0.1294,0.0931,0.4262,0.1352,0.0000,14.21,-13.6970,10.8376,-5.5553
1705282224.9333,0.0353,0.0329,0.0298,0.0140,0.4415,0.0858,0.1035,0.1305,0.0928,0.4203,0.6526,0.6257,0.6698,0.0757,0.0059,0.0586,0.0684,0.2836,0.0139,0.0897,0.0993,0.0721,0.0402,0.0158,0.1509,0.0769,0.1141,0.0471,0.1617,0.0322,0.0989,0.4296,0.1630,0.0000,16.36,-0.9647,5.9957,2.8923
1705282225.0000,0.0185,0.0406,0.0376,0.0182,0.4471,0.0740,0.1082,0.1417,0.0677,0.4278,0.6943,0.6223,0.6819,0.0596,0.1218,0.0000,0.0546,0.2686,0.0152,0.0000,0.0921,0.1267,0.0526,0.0764,0.1179,0.1157,0.0819,0.0175,0.1064,0.0602,0.1295,0.3537,0.0225,0.0000,14.96,-5.5835,8.5130,-5.1133
1705282225.0667,0.0347,0.0366,0.0308,0.0223,0.4970,0.0889,0.0960,0.1325,0.0964,0.3789,0.7296,0.4777,0.6297,0.0208,0.0636,0.0732,0.0582,0.3170,0.0274,0.0275,0.0797,0.1822,0.0438,0.1184,0.0357,0.1072,0.1384,0.0152,0.1311,0.0938,0.1299,0.3768,0.0119,0.0000,18.80,1.2865,-14.7379,1.3846
1705282225.1333,0.0342,0.0428,0.0192,0.0320,0.4581,0.0908,0.1114,0.1484,0.1194,0.3662,0.6736,0.5124,0.6643,0.1111,0.0901,0.1031,0.0540,0.2671,0.0554,0.0208,0.0893,0.0000,0.0944,0.1483,0.0766,0.0953,0.1008,0.0516,0.1526,0.0590,0.1769,0.3176,0.1179,0.0000,14.07,0.6519,9.6033,0.5011
1705282225.2000,0.0404,0.0297,0.0260,0.0335,0.4696,0.0935,0.0891,0.1646,0.1019,0.3710,0.6244,0.5241,0.6916,0.0392,0.0583,0.0627,0.0463,0.2827,0.0483,0.0180,0.0167,0.1536,0.0746,0.0902,0.0556,0.0914,0.1342,0.0310,0.1081,0.1005,0.0973,0.4047,0.1605,1.0000,21.81,-4.2432,11.5333,-1.9370
1705282225.2667,0.0311,0.0249,0.0245,0.0318,0.4563,0.0978,0.1002,0.1543,0.0700,0.4054,0.6445,0.6848,0.6760,0.0049,0.0727,0.0641,0.0653,0.2501,0.0339,0.0431,0.1392,0.1376,0.0398,0.0491,0.1135,0.0533,0.0951,0.1133,0.0889,0.0829,0.1004,0.3562,0.1714,0.0000,10.94,12.7544,-5.1465,-1.5753
1705282225.3333,0.0650,0.0310,0.0213,0.0248,0.4855,0.0704,0.0744,0.1672,0.0738,0.3919,0.6130,0.6752,0.7386,0.0926,0.0324,0.0844,0.0373,0.3090,0.0000,0.0607,0.0517,0.1262,0.0433,0.0394,0.0785,0.0412,0.0934,0.0183,0.0552,0.1906,0.0454,0.3626,0.1181,0.0000,9.81,2.9585,-13.4640,8.0023
1705282225.4000,0.0721,0.0311,0.0191,0.0286,0.4515,0.0877,0.0741,0.1606,0.0612,0.4084,0.5549,0.6915,0.7690,0.0204,0.0930,0.0597,0.0048,0.3007,0.0000,0.0507,0.0479,0.1190,0.0697,0.0468,0.1101,0.1231,0.1204,0.0173,0.0592,0.0713,0.1017,0.3780,0.1129,0.0000,15.98,8.4320,12.4847,2.7552
1705282225.4667,0.0737,0.0224,0.0348,0.0377,0.4426,0.1107,0.0750,0.1515,0.0377,0.4084,0.5290,0.6212,0.7726,0.0901,0.0218,0.0694,0.0737,0.2511,0.0797,0.0124,0.1147,0.0868,0.0848,0.1990,0.0933,0.1385,0.1327,0.0048,0.1888,0.2021,0.0944,0.2915,0.1152,0.0000,9.64,8.4175,22.5669,0.4669
