time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
18.511,0,0.01,0.02,0.01,14.01,0.02,27.00,18.54,56.82,0.44,48.00,99.84,-28.08,98.64,56.82,87.35,0.00,0.14,0.04,0.07,0.44,0.03,0.00,85.79,0.13,0.00,0.00,0.00,2.39,0.16,0.00,7.81,0.00,0.00,0.00,0.00,11.88,-0.57,-1.45,72.86,75.81,303.22,241.81,414.36,361.64,398.08,271.48,322.45,266.28,358.02,290.13,355.83,361.64,
18.596,0,0.02,0.03,0.01,5.77,0.02,17.44,6.32,39.39,0.21,65.13,99.60,-24.16,98.29,39.39,75.74,0.01,0.06,0.03,0.15,0.21,0.02,0.00,86.27,0.18,0.00,0.00,0.00,1.90,0.11,0.00,0.01,0.00,0.00,0.00,0.00,8.45,-1.73,-1.36,72.81,76.30,303.90,242.54,414.07,360.99,398.53,270.91,322.35,266.69,357.51,291.89,356.09,360.99,
18.750,0,0.03,0.04,0.02,1.98,0.02,9.01,1.67,19.42,0.10,81.97,98.72,-19.01,98.29,19.42,62.68,0.00,0.04,0.01,0.10,0.01,0.00,0.00,84.74,0.33,0.00,0.00,0.00,1.37,0.07,0.00,0.00,0.00,0.00,0.00,0.00,6.14,-1.76,-0.96,72.60,75.94,304.77,243.14,414.30,360.67,398.68,270.57,322.82,267.19,358.03,293.19,357.12,360.67,
18.797,0,0.04,0.03,0.02,1.72,0.02,6.52,1.42,9.73,0.04,86.97,99.38,-17.95,98.36,9.73,68.39,0.00,0.13,0.01,0.04,0.03,0.00,0.00,88.11,0.33,0.00,0.00,0.00,0.74,0.04,0.00,0.00,0.00,0.00,0.00,0.00,4.85,-1.55,-0.71,72.84,76.83,305.64,243.95,414.43,360.24,399.49,271.12,322.73,267.80,358.62,294.23,357.88,360.24,
18.863,0,0.03,0.03,0.02,2.33,0.02,7.95,2.08,11.52,0.03,84.10,99.76,-19.99,98.24,11.52,75.43,0.00,0.58,0.01,0.01,0.03,0.00,0.00,92.79,0.40,0.00,0.00,0.00,0.53,0.03,0.00,0.00,0.00,0.00,0.00,0.00,6.07,-1.88,-1.13,72.49,77.09,306.15,243.64,414.68,359.91,400.25,270.96,323.24,267.48,358.82,293.28,357.76,359.91,
19.094,0,0.03,0.03,0.02,2.12,0.02,4.42,1.85,12.14,0.02,91.16,99.12,-15.55,98.17,12.14,72.35,0.00,0.09,0.01,0.00,0.02,0.00,0.00,79.72,0.05,0.00,0.00,0.00,0.80,0.05,0.00,0.17,0.00,0.01,0.00,0.00,5.89,2.08,-1.73,71.78,74.98,308.91,244.42,414.91,357.93,400.94,271.45,326.08,267.26,362.75,293.03,358.72,357.93,
19.172,0,0.06,0.08,0.02,0.64,0.02,2.74,0.41,14.25,0.02,94.53,43.86,-8.05,98.50,14.25,33.71,0.00,0.00,0.01,0.00,0.02,0.00,0.00,56.55,0.01,0.00,0.00,0.00,1.47,0.10,0.00,70.51,0.00,0.02,0.00,0.00,7.81,1.09,-1.47,72.08,77.44,308.82,245.10,414.93,358.55,402.03,272.77,324.72,268.33,362.11,293.00,358.87,358.55,
19.320,0,0.09,0.14,0.02,0.29,0.02,0.24,0.15,8.85,0.03,99.42,0.42,0.00,98.76,8.85,14.10,0.00,0.00,0.02,0.01,0.03,0.00,0.00,9.25,0.01,0.00,0.00,0.00,3.24,0.38,0.00,48.59,0.00,0.02,0.00,0.00,8.03,0.11,-1.25,72.05,77.94,307.99,250.13,413.50,362.72,401.04,277.85,323.23,273.31,360.37,297.67,357.96,362.72,
19.396,0,0.11,0.18,0.02,0.20,0.02,0.21,0.09,3.42,0.04,99.58,0.33,0.00,98.72,8.67,3.74,0.00,0.00,0.01,0.01,0.04,0.00,0.00,3.42,0.01,0.00,0.00,0.01,3.19,0.31,0.00,56.58,0.00,0.03,0.00,0.00,1.45,0.27,-1.18,70.17,77.54,307.93,250.90,414.28,363.49,401.14,278.12,323.76,273.23,360.83,301.47,358.42,363.49,
19.614,0,0.10,0.19,0.02,0.20,0.02,0.25,0.10,3.43,0.16,99.50,0.33,0.00,98.42,11.79,1.60,0.00,0.00,0.08,0.01,0.16,0.01,0.00,3.43,0.12,0.01,0.00,0.05,0.62,0.10,0.00,66.05,0.00,0.04,0.00,0.00,-3.25,-1.33,-3.25,70.73,79.10,302.56,259.58,407.85,370.17,397.26,286.99,318.44,280.30,354.02,311.44,349.90,370.17,
19.688,0,0.09,0.18,0.02,0.24,0.02,0.32,0.12,4.67,0.16,99.36,0.34,0.00,93.78,15.99,2.65,0.00,0.02,0.07,0.09,0.16,0.01,0.01,4.67,0.30,0.02,0.01,0.07,0.09,0.04,0.00,28.29,0.00,0.04,0.00,0.00,-5.98,-8.43,-3.54,69.79,78.54,299.70,259.52,407.24,372.56,395.44,287.66,317.31,279.63,347.86,313.31,347.66,372.56,
19.766,0,0.10,0.18,0.02,0.23,0.02,0.28,0.11,4.36,0.19,99.43,0.33,0.00,91.04,13.93,3.43,0.01,0.01,0.06,0.11,0.19,0.01,0.02,4.36,0.17,0.02,0.01,0.01,0.16,0.05,0.00,32.55,0.00,0.04,0.00,0.00,-5.73,-10.41,-4.06,69.97,78.79,296.91,259.50,406.22,374.46,393.97,288.69,315.71,279.51,344.71,313.93,345.02,374.46,
19.844,0,0.10,0.17,0.02,0.22,0.02,0.43,0.11,12.91,0.43,99.14,0.51,0.00,92.80,12.91,4.14,0.02,0.01,0.09,0.15,0.43,0.03,0.02,13.22,0.39,0.03,0.01,0.01,0.13,0.03,0.00,50.27,0.00,0.04,0.00,0.00,-5.57,-9.22,-5.18,70.62,78.85,291.94,259.77,401.94,375.62,389.97,289.54,311.77,279.43,340.91,314.48,339.07,375.62,
19.925,0,0.10,0.17,0.02,0.21,0.02,0.42,0.11,9.89,0.40,99.17,0.48,0.00,90.10,9.89,5.49,0.05,0.02,0.15,0.23,0.40,0.28,0.01,15.48,0.57,0.11,0.01,0.03,0.21,0.04,0.01,24.86,0.01,0.04,0.00,0.00,-4.78,-10.96,-5.74,71.16,78.57,289.06,259.61,399.89,376.33,387.63,290.56,309.92,278.98,337.41,314.22,335.88,376.33,
20.066,0,0.11,0.16,0.03,0.20,0.02,0.36,0.10,5.70,0.52,99.28,0.46,0.00,90.09,5.70,7.82,0.07,0.02,0.30,0.52,0.38,1.33,0.01,16.83,1.22,0.26,0.02,0.01,0.37,0.07,0.01,27.27,0.01,0.03,0.00,0.00,-5.84,-10.96,-6.09,71.31,78.86,286.44,259.08,397.90,376.28,385.66,290.33,307.73,278.19,335.10,314.42,333.11,376.28,
20.138,0,0.11,0.16,0.03,0.19,0.02,0.45,0.09,3.33,0.73,99.10,0.77,0.00,90.37,3.33,8.62,0.11,0.02,0.41,0.73,0.60,2.14,0.01,23.39,0.62,0.73,0.02,0.01,0.92,0.14,0.01,43.09,0.01,0.03,0.00,0.00,-3.85,-10.81,-5.84,71.60,76.60,285.63,259.27,396.60,376.59,383.26,289.93,307.45,278.90,334.32,313.60,332.62,376.59,
20.313,0,0.15,0.16,0.06,0.19,0.02,1.46,0.08,2.88,2.88,97.08,3.67,-2.05,89.50,2.88,7.16,0.27,0.01,0.57,1.27,0.81,15.97,0.00,45.50,0.73,3.73,0.01,0.00,2.42,0.20,0.00,75.12,0.02,0.02,0.00,0.00,-3.94,-11.29,-6.04,71.78,76.30,285.25,258.71,395.92,375.62,382.65,289.60,307.23,278.08,333.53,312.87,331.87,375.62,
20.450,0,0.12,0.14,0.03,0.24,0.02,1.45,0.11,2.68,2.72,97.10,6.90,-2.68,91.55,2.68,13.78,0.39,0.05,0.44,2.72,0.42,0.93,0.00,47.17,1.43,9.66,0.01,0.01,3.45,0.43,0.00,0.52,0.02,0.00,0.00,0.00,-5.64,-10.09,-5.37,71.57,75.22,285.67,257.23,396.87,374.33,382.58,285.98,307.75,278.33,334.98,312.70,333.48,374.33,
20.607,0,0.05,0.05,0.03,1.02,0.02,1.50,0.71,3.65,3.65,97.00,86.03,-7.42,94.50,3.65,55.81,0.26,1.77,0.12,0.41,0.20,0.10,0.00,60.15,1.74,3.91,0.00,0.01,1.90,0.23,0.00,0.00,0.01,0.00,0.00,0.00,-7.03,-7.78,-6.33,71.59,75.26,286.43,256.90,398.04,373.51,384.11,285.63,309.20,278.44,337.40,313.25,333.40,373.51,
20.703,0,0.07,0.05,0.03,1.39,0.02,2.50,1.02,4.53,2.65,94.99,93.01,-11.15,95.65,4.53,56.84,0.21,8.54,0.14,0.06,0.28,0.09,0.00,68.71,4.21,2.65,0.00,0.03,0.82,0.20,0.00,0.00,0.01,0.00,0.00,0.00,-5.90,-6.55,-5.35,71.13,78.34,287.67,255.01,400.80,373.54,387.21,284.19,309.21,276.91,339.92,311.68,336.27,373.54,
20.845,0,0.06,0.04,0.03,1.43,0.02,2.41,1.06,4.33,0.59,95.18,94.05,-10.86,97.19,4.33,58.56,0.12,8.08,0.10,0.07,0.13,0.09,0.00,69.13,2.98,0.59,0.00,0.00,0.51,0.19,0.00,0.00,0.00,0.01,0.00,0.00,-4.54,-4.28,-5.72,71.35,77.19,290.72,255.40,403.89,374.39,389.80,284.86,313.00,277.11,344.48,311.57,339.11,374.39,
20.914,0,0.06,0.05,0.03,1.11,0.02,2.95,0.79,4.85,0.36,94.09,91.92,-11.65,96.04,4.85,52.90,0.12,6.09,0.09,0.07,0.14,0.07,0.00,70.69,3.52,0.36,0.00,0.01,0.35,0.14,0.00,0.00,0.00,0.01,0.00,0.00,-5.21,-6.05,-5.03,71.02,76.77,291.60,255.08,404.98,374.44,390.22,283.94,313.76,277.08,344.36,311.62,340.89,374.44,
20.998,0,0.06,0.04,0.02,1.69,0.02,2.61,1.29,6.08,0.17,94.79,94.86,-11.14,97.12,6.08,59.47,0.08,10.34,0.07,0.06,0.09,0.03,0.00,70.14,1.04,0.17,0.00,0.00,0.22,0.10,0.00,0.00,0.00,0.01,0.00,0.00,-4.67,-4.41,-5.35,70.93,77.08,292.54,255.21,406.47,375.34,391.73,284.61,315.03,276.96,346.59,311.82,341.76,375.34,
21.066,0,0.06,0.04,0.02,1.88,0.02,3.69,1.46,6.36,0.13,92.62,97.42,-13.70,96.82,6.36,61.41,0.09,11.08,0.05,0.05,0.06,0.03,0.00,77.10,1.48,0.13,0.00,0.00,0.27,0.08,0.00,0.00,0.00,0.01,0.00,0.00,-6.64,-4.92,-4.86,70.51,76.36,294.18,255.53,407.73,375.10,392.54,284.09,316.48,277.23,347.72,312.80,343.84,375.10,
21.147,0,0.07,0.05,0.02,1.87,0.02,3.30,1.42,7.29,0.09,93.40,95.24,-12.45,97.65,7.29,57.55,0.08,13.41,0.03,0.04,0.09,0.02,0.00,73.07,1.10,0.08,0.00,0.00,0.29,0.06,0.00,0.00,0.00,0.01,0.00,0.00,-6.19,-3.36,-4.73,70.42,77.76,295.32,255.51,409.05,375.06,394.44,284.18,316.97,277.55,349.85,312.73,345.14,375.06,
21.292,0,0.07,0.04,0.02,3.17,0.02,1.95,2.65,10.85,0.06,93.65,93.11,-9.33,98.41,10.85,63.70,0.06,18.94,0.01,0.02,0.03,0.00,0.00,62.03,0.62,0.02,0.00,0.00,0.25,0.05,0.00,0.00,0.00,0.01,0.00,0.00,-5.25,1.36,-3.05,70.13,78.06,298.58,254.84,412.84,375.28,397.15,282.33,319.20,278.21,356.21,312.05,350.78,375.28,
21.425,0,0.06,0.04,0.02,4.40,0.02,1.32,4.07,28.12,0.04,91.20,59.37,-5.18,97.50,28.12,59.18,0.04,16.81,0.01,0.02,0.01,0.00,0.00,38.88,0.04,0.01,0.00,0.00,0.25,0.05,0.00,0.00,0.00,0.00,0.00,0.00,-3.55,3.69,-0.68,69.85,77.55,303.53,253.67,416.86,374.14,399.95,279.98,322.45,277.51,362.00,309.69,358.18,374.14,
21.505,0,0.06,0.05,0.02,2.30,0.02,0.62,1.88,22.59,0.03,95.40,21.52,0.00,97.91,22.59,50.75,0.03,11.69,0.01,0.01,0.01,0.00,0.00,26.48,0.03,0.00,0.00,0.00,0.27,0.03,0.00,0.00,0.00,0.00,0.00,0.00,-5.02,2.76,0.40,69.68,74.95,304.96,252.97,417.05,372.09,398.84,278.09,323.90,276.91,362.14,308.99,360.29,372.09,
21.672,0,0.06,0.08,0.02,0.87,0.02,0.37,0.59,14.01,0.02,98.26,2.33,0.00,97.05,19.19,32.83,0.01,4.94,0.01,0.02,0.00,0.00,0.00,14.01,0.02,0.00,0.00,0.00,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.90,4.54,1.87,70.29,75.35,309.23,251.02,420.97,370.07,402.25,276.06,326.91,276.36,367.23,305.08,366.13,370.07,
21.740,0,0.07,0.10,0.02,0.54,0.02,0.54,0.33,16.16,0.02,98.91,2.17,0.00,97.21,16.16,24.57,0.01,2.44,0.01,0.02,0.00,0.00,0.00,21.35,0.02,0.00,0.00,0.00,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-2.94,4.24,2.93,69.77,75.74,309.61,250.29,421.41,368.76,402.24,274.88,326.51,275.87,367.41,305.24,367.78,368.76,
21.818,0,0.08,0.14,0.02,0.33,0.02,0.53,0.18,13.35,0.02,98.94,0.90,0.00,96.89,13.35,14.13,0.01,0.86,0.01,0.02,0.00,0.00,0.00,20.05,0.02,0.00,0.00,0.00,0.10,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-2.08,4.80,4.20,69.63,75.69,310.87,249.38,422.49,367.61,402.62,273.38,326.97,275.93,368.85,303.84,370.46,367.61,
21.898,0,0.08,0.13,0.02,0.35,0.02,0.37,0.20,13.38,0.03,99.26,0.63,0.00,96.69,13.96,15.88,0.01,0.49,0.01,0.03,0.00,0.00,0.00,13.38,0.01,0.00,0.00,0.00,0.15,0.03,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,5.12,4.80,69.52,76.88,312.15,248.73,423.69,366.98,404.03,272.46,327.24,276.23,370.29,302.34,372.49,366.98,
22.035,0,0.08,0.13,0.02,0.35,0.02,0.39,0.19,13.16,0.02,99.23,0.76,0.00,95.07,13.16,16.77,0.00,0.06,0.01,0.02,0.00,0.00,0.00,14.96,0.00,0.00,0.00,0.00,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.33,7.21,6.32,69.05,76.87,314.61,248.46,424.87,365.76,404.78,270.30,328.26,277.71,373.29,300.59,376.17,365.76,
22.182,0,0.06,0.12,0.02,0.58,0.02,0.44,0.37,8.72,0.08,98.83,0.88,0.00,97.83,25.09,20.54,0.00,0.01,0.03,0.08,0.00,0.00,0.00,8.72,0.01,0.00,0.00,0.00,0.36,0.03,0.00,0.04,0.00,0.01,0.00,0.00,3.76,2.95,8.75,69.29,76.49,316.06,248.84,425.38,364.88,404.06,269.50,328.28,279.89,371.52,299.72,379.81,364.88,
22.249,0,0.08,0.15,0.02,0.34,0.02,0.31,0.19,2.87,0.19,99.32,0.40,0.00,98.30,19.73,9.55,0.01,0.00,0.02,0.19,0.00,0.00,0.00,2.87,0.01,0.00,0.00,0.00,0.80,0.05,0.00,0.18,0.00,0.00,0.00,0.00,4.40,1.70,9.59,68.99,76.82,316.16,247.65,426.27,363.82,404.25,269.15,328.07,279.07,371.22,298.78,381.33,363.82,
22.323,0,0.09,0.17,0.02,0.29,0.02,0.33,0.15,1.78,1.16,99.35,0.39,0.00,98.27,20.47,4.14,0.01,0.00,0.03,1.16,0.01,0.00,0.00,1.78,0.02,0.00,0.00,0.00,0.90,0.06,0.00,0.14,0.00,0.00,0.00,0.00,5.23,1.80,10.55,69.14,76.77,315.51,247.50,426.13,364.28,403.16,268.49,327.25,279.96,370.83,298.50,382.05,364.28,
22.404,0,0.09,0.18,0.02,0.31,0.02,0.39,0.17,3.16,1.37,99.21,0.50,0.00,98.78,22.75,3.66,0.01,0.00,0.03,1.37,0.01,0.00,0.00,3.16,0.02,0.00,0.00,0.00,0.52,0.04,0.00,0.44,0.00,0.00,0.00,0.00,5.12,0.01,10.89,69.31,77.99,314.22,247.34,425.28,364.39,402.36,267.89,325.38,280.46,368.65,298.74,381.50,364.39,
22.550,0,0.10,0.18,0.02,0.27,0.02,0.32,0.14,1.81,1.77,99.36,0.36,0.00,98.21,19.43,2.39,0.02,0.00,0.03,1.77,0.02,0.00,0.00,1.81,0.01,0.00,0.00,0.00,0.44,0.04,0.00,1.07,0.00,0.00,0.00,0.00,6.39,-1.98,11.89,69.28,78.78,312.79,247.57,424.46,364.89,400.89,267.99,323.33,281.80,366.23,298.93,381.66,364.89,
22.627,0,0.10,0.18,0.02,0.26,0.02,0.32,0.13,1.60,1.60,99.36,0.35,0.00,98.35,19.15,1.80,0.02,0.00,0.03,2.04,0.02,0.00,0.00,1.60,0.01,0.00,0.00,0.00,0.60,0.04,0.00,2.93,0.00,0.00,0.00,0.00,6.30,-1.58,8.19,69.99,77.43,304.94,247.63,416.54,366.79,394.87,268.65,318.21,279.49,358.83,298.80,369.15,366.79,
22.765,0,0.10,0.18,0.02,0.22,0.02,0.28,0.11,2.81,1.97,99.44,0.33,0.00,97.76,14.87,1.78,0.02,0.00,0.01,1.97,0.02,0.00,0.00,2.81,0.00,0.01,0.00,0.00,0.46,0.03,0.00,0.08,0.00,0.00,0.00,0.00,2.13,-3.13,8.28,69.97,75.78,304.37,246.42,416.99,365.86,394.18,268.51,318.84,276.62,357.87,299.90,369.03,365.86,
22.834,0,0.09,0.18,0.02,0.31,0.02,0.54,0.17,7.59,0.93,98.91,0.76,0.00,97.68,24.19,2.25,0.02,0.02,0.01,0.93,0.02,0.00,0.00,7.59,0.02,0.01,0.00,0.00,0.34,0.02,0.00,0.02,0.00,0.01,0.00,0.00,1.40,-3.30,7.02,69.93,77.46,301.84,245.95,415.41,366.45,393.69,268.70,316.54,275.63,355.71,300.18,365.65,366.45,
22.910,0,0.06,0.19,0.01,0.63,0.02,1.27,0.41,6.12,0.32,97.45,3.27,0.00,96.32,45.07,2.94,0.01,0.11,0.42,0.32,0.02,0.00,0.00,6.12,0.39,0.02,0.01,0.09,0.31,0.02,0.00,0.00,0.01,0.51,0.00,0.00,1.97,-5.68,7.08,69.49,78.56,301.50,246.02,414.33,365.99,393.35,267.39,315.33,276.53,353.47,299.84,365.06,365.99,
22.987,0,0.06,0.42,0.01,0.99,3.30,4.14,0.72,7.44,0.99,91.73,51.77,16.71,97.12,58.95,2.55,0.01,0.14,86.77,2.13,0.09,0.00,0.00,0.99,0.31,0.02,0.21,7.44,0.56,0.04,0.00,0.01,0.34,8.27,0.00,0.00,-2.69,-4.41,5.91,68.57,79.64,298.71,246.63,412.65,367.20,392.43,268.73,313.09,275.64,352.03,302.85,361.51,367.20,
23.072,0,0.03,77.47,0.00,1.65,22.00,6.63,1.48,0.75,0.18,0.00,64.79,33.04,97.22,77.01,1.97,0.01,0.21,99.78,6.38,0.26,0.00,45.86,0.18,0.37,0.02,25.60,0.75,1.14,0.09,0.00,0.01,12.66,79.85,0.00,0.00,-0.34,-4.22,5.23,68.36,79.51,298.72,246.32,412.74,367.34,392.84,268.79,313.62,275.63,352.25,301.54,360.73,367.34,
23.214,0,0.04,0.08,0.00,0.42,99.93,0.78,1.93,0.09,0.03,0.00,99.89,81.99,97.20,84.56,0.73,0.01,0.17,99.81,85.26,0.14,0.00,10.59,0.03,0.02,0.02,97.03,0.09,1.63,0.26,0.01,0.02,89.10,55.15,0.00,0.00,4.50,-4.26,3.15,69.18,80.87,298.24,246.86,412.71,368.63,394.58,271.22,313.87,276.36,352.02,300.17,357.96,368.63,
23.278,0,0.04,0.02,0.00,0.20,99.98,0.35,1.28,0.06,0.03,0.00,99.98,84.13,97.51,74.36,0.46,0.01,0.12,99.84,89.21,0.22,0.01,0.00,0.00,0.01,0.03,93.29,0.06,3.35,0.86,0.02,0.00,99.84,49.60,0.00,0.00,3.97,-3.66,2.53,69.32,80.31,298.48,246.73,412.79,368.37,394.88,271.46,314.68,275.57,352.62,300.14,357.35,368.37,
23.356,0,0.05,0.02,0.00,0.16,99.98,0.28,1.08,0.04,0.01,0.00,99.98,85.21,97.43,69.57,0.37,0.01,0.11,99.83,91.29,0.10,0.00,0.00,0.00,0.00,0.01,81.50,0.04,5.66,1.58,0.02,0.00,100.00,49.26,0.00,0.00,0.99,-3.83,2.78,69.48,77.78,298.65,246.41,412.91,367.85,393.62,270.37,315.98,274.85,352.75,301.09,357.74,367.85,
23.422,0,0.05,0.02,0.00,0.17,99.98,0.29,1.14,0.03,0.01,0.00,99.98,85.11,97.43,70.15,0.41,0.01,0.11,99.77,89.15,0.03,0.00,0.00,0.00,0.00,0.00,77.51,0.03,10.61,2.19,0.01,0.00,100.00,49.28,0.00,0.00,0.99,-3.83,2.78,69.48,77.78,298.65,246.41,412.91,367.85,393.62,270.37,315.98,274.85,352.75,301.09,357.74,367.85,
23.488,0,0.03,0.02,0.00,0.19,99.98,0.33,1.30,0.04,0.01,0.00,99.98,84.47,97.43,73.16,0.64,0.01,0.13,99.28,79.24,0.03,0.00,0.00,0.00,0.00,0.00,73.80,0.04,13.80,2.10,0.00,0.01,100.00,49.24,0.00,0.00,-0.45,-3.81,2.24,69.96,79.07,298.63,246.35,412.82,367.24,394.54,270.44,315.58,274.47,352.68,301.60,357.06,367.24,
23.575,0,0.01,0.02,0.00,0.18,99.97,0.36,1.47,0.09,0.01,0.00,99.98,83.72,98.25,76.67,0.96,0.01,0.11,95.13,56.50,0.03,0.00,0.00,0.00,0.01,0.00,66.75,0.09,9.58,1.39,0.00,0.00,100.00,49.25,0.00,0.00,1.12,-1.86,1.59,70.39,77.12,298.99,246.66,412.84,367.61,394.15,271.20,317.10,274.52,354.18,301.00,356.49,367.61,
23.641,0,0.00,0.02,0.00,0.13,99.95,0.27,1.35,0.09,0.01,0.00,99.98,84.50,98.46,73.02,2.24,0.01,0.07,84.00,28.46,0.01,0.00,0.00,0.00,0.01,0.00,47.30,0.09,9.37,1.66,0.00,0.01,100.00,48.80,0.00,0.00,3.47,-1.20,0.73,70.58,77.57,299.19,246.32,413.13,367.41,395.14,271.62,317.62,274.43,354.86,299.69,355.72,367.41,
23.707,0,0.00,0.02,0.00,0.10,99.90,0.19,1.20,0.11,0.01,0.00,99.98,85.41,97.92,68.70,4.31,0.01,0.07,71.26,9.96,0.01,0.00,0.00,0.00,0.02,0.00,39.26,0.11,6.69,1.03,0.00,0.01,100.00,48.34,0.00,0.00,0.50,-2.75,1.01,70.56,78.08,300.09,246.12,414.07,366.83,396.16,270.93,318.14,273.86,354.80,300.82,356.93,366.83,
23.907,0,0.00,0.01,0.00,0.06,99.85,0.12,1.00,0.04,0.01,0.00,99.98,86.83,97.02,61.76,7.36,0.01,0.18,64.57,6.94,0.15,0.01,0.00,0.00,0.04,0.00,10.94,0.01,5.09,0.41,0.01,0.01,99.97,43.31,0.00,0.00,0.34,-4.58,1.68,70.88,77.93,301.23,246.10,414.97,367.15,396.74,271.00,318.83,272.97,354.65,300.74,358.72,367.15,
24.058,0,0.00,0.00,0.00,0.07,98.76,0.09,1.47,3.36,0.01,0.00,99.98,85.39,97.70,65.09,13.50,0.01,0.16,27.87,7.81,0.12,0.01,0.00,0.01,0.23,0.01,2.35,3.36,1.74,0.35,0.01,0.00,99.67,27.51,0.00,0.00,2.53,-3.26,1.82,71.34,78.20,301.35,246.43,414.66,367.08,396.67,271.28,318.52,274.03,355.35,299.93,358.83,367.08,
24.192,0,0.00,0.00,0.00,0.07,96.51,0.04,1.51,1.50,0.13,0.00,99.97,87.95,96.67,53.87,25.66,0.01,0.09,14.37,4.23,0.17,0.01,0.00,0.13,1.50,0.01,0.99,0.92,0.78,0.16,0.03,0.00,97.06,5.73,0.00,0.00,2.28,-5.16,2.22,71.36,77.45,301.67,246.14,414.44,366.80,396.14,271.16,318.71,272.67,354.23,299.46,359.31,366.80,
24.352,0,0.01,0.00,0.00,0.06,96.10,0.08,0.95,0.11,0.11,0.00,99.90,88.40,97.05,53.82,14.12,0.03,0.05,27.05,31.12,0.30,0.03,0.00,0.11,0.10,0.04,0.27,0.00,1.55,0.57,0.02,35.54,89.59,0.00,0.00,0.00,5.99,-4.54,1.46,71.60,76.34,301.71,247.23,413.55,367.42,395.62,272.97,319.29,273.73,354.28,298.49,357.98,367.42,
24.421,0,0.02,0.00,0.00,0.11,83.32,0.18,1.07,0.21,0.21,0.00,99.10,72.08,96.87,61.68,8.81,0.05,0.02,25.84,48.43,0.42,0.07,0.00,0.21,0.05,0.10,0.20,0.00,2.08,0.82,0.02,63.54,75.92,0.00,0.00,0.00,6.09,-4.84,1.18,71.81,76.09,301.59,247.38,412.90,367.06,395.28,273.28,319.19,273.47,353.74,298.33,357.26,367.06,
24.494,0,0.04,0.00,0.00,0.16,33.03,0.27,1.05,0.31,0.31,41.97,94.11,51.50,96.47,64.13,6.17,0.05,0.01,8.65,58.89,0.49,0.04,0.00,0.31,0.03,0.15,0.06,0.01,1.64,0.49,0.01,6.59,63.91,0.00,0.00,0.00,5.83,-5.46,1.33,73.55,78.63,299.26,247.67,410.41,366.60,394.06,274.08,315.43,273.63,350.81,298.68,355.01,366.60,
24.646,0,0.03,0.01,0.00,0.26,3.67,0.35,0.81,0.99,0.69,92.66,36.59,28.83,94.50,56.10,8.11,0.07,0.01,4.18,30.02,1.01,0.07,0.00,0.69,0.20,0.37,0.06,0.99,1.13,0.34,0.01,2.98,43.24,0.00,0.00,0.00,3.72,-7.78,0.13,73.50,77.83,295.61,248.20,406.74,366.93,390.74,274.55,312.92,273.50,345.80,300.06,349.86,366.93,
24.790,0,0.02,0.01,0.00,0.63,0.51,0.34,1.20,0.70,0.97,97.59,3.77,11.96,93.73,49.20,24.51,0.09,0.01,1.76,5.07,0.34,0.02,0.00,0.51,0.70,0.97,0.07,0.01,1.50,0.47,0.01,1.08,26.51,0.00,0.00,0.00,4.22,-8.48,0.26,73.10,77.04,293.96,248.77,405.43,368.04,388.80,275.06,311.76,274.32,343.93,300.59,348.52,368.04,
24.935,0,0.04,0.07,0.01,1.07,0.08,0.61,1.12,4.64,4.64,97.76,2.84,0.00,92.77,44.74,27.56,0.08,0.02,4.67,4.97,1.02,0.07,0.00,4.64,0.24,2.59,0.05,0.04,0.36,0.12,0.01,5.56,7.89,2.04,0.00,0.00,5.10,-9.24,0.65,74.13,77.42,292.27,247.68,404.09,367.24,387.24,273.69,309.83,274.06,341.88,299.36,347.46,367.24,
25.013,0,0.05,0.10,0.01,0.89,0.04,1.37,0.75,21.39,6.51,97.26,6.51,0.00,91.91,38.78,23.98,0.12,0.03,3.05,6.51,1.03,0.05,0.00,21.39,1.01,2.88,0.07,0.25,0.23,0.09,0.02,7.27,3.97,1.99,0.00,0.00,4.18,-9.85,0.96,73.58,76.24,292.88,246.86,404.40,366.34,386.94,272.61,310.70,272.77,342.05,298.77,348.29,366.34,
25.081,0,0.07,0.11,0.01,0.67,0.04,1.24,0.52,21.33,10.53,97.51,4.56,0.00,93.49,34.15,19.64,0.12,0.05,2.08,10.53,0.57,0.03,0.00,21.33,2.97,2.27,0.12,0.52,0.45,0.13,0.02,10.04,3.78,2.05,0.00,0.00,5.95,-8.68,0.78,73.26,76.70,293.39,245.90,404.71,365.32,387.67,272.00,310.97,271.99,343.16,296.94,348.51,365.32,
